#2013-09-05T10:00:37NZST
#System Version : ant-1.5
#Source Packages: org.apache.tools.,com.oreilly.
#Ignore Packages: 
#Distributed    : jakarta-ant-1.5/src/main
#Source Roots   : jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src1,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src2,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src3,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src4,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src5,jakarta-ant-1.5/src/main,jakarta-ant-1.5/src/testcases
#1. Fully-qualified type name
#2. location in bin
#3. location in src
#4. 0=in src pkg (user-defined), 1=not in src pkg. See 'Source Packages' above
#5. 0=both bin and src, 1=bin only, 2=src only
#6. 0=distributed, 1 = not distributed. Source code in 'Distributed' above
#7. 0=top-level public, 4=top-level non-public, 1=top-level different name, 2=nested, 3=probably haven't seen source, -1 no source, or not parsed
#8. LOC - physical lines in file (for public type only)
#9. NCLOC - non-commented lines of code in file (for public type only)
#
A		jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src1/A.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src2/A.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src3/A.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src5/A.java	1	2	1	0	4	3
APrivate		jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src5/A.java	1	2	1	1	0	0
B		jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src1/B.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src2/B.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src3/B.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src5/B.java	1	2	1	0	3	2
C		jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src1/C.java	1	2	1	0	3	2
D		jakarta-ant-1.5/src/etc/testcases/taskdefs/optional/depend/src1/D.java	1	2	1	0	3	2
Junk1		jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected/Junk1.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected/Junk2.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected/Junk3.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected/Junk4.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected/Junk5.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected/Junk6.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected/Junk7.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/expected/Junk9.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input/Junk1.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input/Junk2.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input/Junk3.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input/Junk4.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input/Junk5.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input/Junk6.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input/Junk7.java,jakarta-ant-1.5/src/etc/testcases/taskdefs/fixcrlf/input/Junk8.java	1	2	1	0	12	10
org.apache.tools.ant.filters.BaseFilterReader	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/BaseFilterReader.java	0	0	0	0	237	79
org.apache.tools.ant.filters.BaseParamFilterReader	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/BaseParamFilterReader.java	0	0	0	0	111	22
org.apache.tools.ant.filters.ChainableReader	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/ChainableReader.java	0	0	0	0	74	5
org.apache.tools.ant.filters.ClassConstants	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/ClassConstants.java	0	0	0	0	194	75
org.apache.tools.ant.filters.ExpandProperties	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/ExpandProperties.java	0	0	0	0	150	43
org.apache.tools.ant.filters.HeadFilter	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/HeadFilter.java	0	0	0	0	187	54
org.apache.tools.ant.filters.LineContains	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/LineContains.java	0	0	0	0	258	84
org.apache.tools.ant.filters.LineContains$Contains	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/LineContains.java	0	0	0	2	0	0
org.apache.tools.ant.filters.LineContainsRegExp	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/LineContainsRegExp.java	0	0	0	0	238	82
org.apache.tools.ant.filters.PrefixLines	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/PrefixLines.java	0	0	0	0	201	68
org.apache.tools.ant.filters.ReplaceTokens	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/ReplaceTokens.java	0	0	0	0	335	130
org.apache.tools.ant.filters.ReplaceTokens$Token	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/ReplaceTokens.java	0	0	0	2	0	0
org.apache.tools.ant.filters.StringInputStream	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/StringInputStream.java	0	0	0	0	133	30
org.apache.tools.ant.filters.StripJavaComments	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/StripJavaComments.java	0	0	0	0	170	60
org.apache.tools.ant.filters.StripLineBreaks	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/StripLineBreaks.java	0	0	0	0	191	59
org.apache.tools.ant.filters.StripLineComments	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/StripLineComments.java	0	0	0	0	251	83
org.apache.tools.ant.filters.StripLineComments$Comment	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/StripLineComments.java	0	0	0	2	0	0
org.apache.tools.ant.filters.TabsToSpaces	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/TabsToSpaces.java	0	0	0	0	193	62
org.apache.tools.ant.filters.TailFilter	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/filters/TailFilter.java	0	0	0	0	236	92
org.apache.xmlcommons.Version	jakarta-ant-1.5/lib/xml-apis.jar		1	1	1	-1	0	0
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool	jakarta-ant-1.5/lib/optional.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/optional/j2ee/AbstractHotDeploymentTool.java	0	0	0	0	228	55
org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool	jakarta-ant-1.5/lib/optional.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/optional/j2ee/GenericHotDeploymentTool.java	0	0	0	0	172	43
org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool	jakarta-ant-1.5/lib/optional.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/optional/j2ee/HotDeploymentTool.java	0	0	0	0	99	12
org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool	jakarta-ant-1.5/lib/optional.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/optional/j2ee/JonasHotDeploymentTool.java	0	0	0	0	282	98
org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy	jakarta-ant-1.5/lib/optional.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/optional/j2ee/ServerDeploy.java	0	0	0	0	191	58
org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool	jakarta-ant-1.5/lib/optional.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/optional/j2ee/WebLogicHotDeploymentTool.java	0	0	0	0	278	110
org.apache.tools.ant.taskdefs.condition.And	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/And.java	0	0	0	0	84	15
org.apache.tools.ant.taskdefs.condition.Condition	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/Condition.java	0	0	0	0	71	5
org.apache.tools.ant.taskdefs.condition.ConditionBase	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/ConditionBase.java	0	0	0	0	201	31
org.apache.tools.ant.taskdefs.condition.Contains	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/Contains.java	0	0	0	0	112	24
org.apache.tools.ant.taskdefs.condition.ContainsTest		jakarta-ant-1.5/src/testcases/org/apache/tools/ant/taskdefs/condition/ContainsTest.java	0	2	1	0	81	15
org.apache.tools.ant.taskdefs.condition.Equals	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/Equals.java	0	0	0	0	111	30
org.apache.tools.ant.taskdefs.condition.EqualsTest		jakarta-ant-1.5/src/testcases/org/apache/tools/ant/taskdefs/condition/EqualsTest.java	0	2	1	0	94	25
org.apache.tools.ant.taskdefs.condition.FilesMatch	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/FilesMatch.java	0	0	0	0	127	32
org.apache.tools.ant.taskdefs.condition.Http	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/Http.java	0	0	0	0	115	46
org.apache.tools.ant.taskdefs.condition.IsFalse	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/IsFalse.java	0	0	0	0	91	15
org.apache.tools.ant.taskdefs.condition.IsSet	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/IsSet.java	0	0	0	0	81	14
org.apache.tools.ant.taskdefs.condition.IsTrue	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/IsTrue.java	0	0	0	0	91	15
org.apache.tools.ant.taskdefs.condition.Not	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/Not.java	0	0	0	0	81	13
org.apache.tools.ant.taskdefs.condition.Or	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/Or.java	0	0	0	0	84	15
org.apache.tools.ant.taskdefs.condition.Os	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/Os.java	0	0	0	0	247	95
org.apache.tools.ant.taskdefs.condition.Socket	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/taskdefs/condition/Socket.java	0	0	0	0	101	32
org.apache.tools.ant.util.depend.AbstractAnalyzer	jakarta-ant-1.5/lib/optional.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java	0	0	0	0	321	120
org.apache.tools.ant.util.depend.DependencyAnalyzer	jakarta-ant-1.5/lib/optional.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java	0	0	0	0	167	17
org.apache.xerces.impl.dtd.models.CMAny	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.CMBinOp	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.CMLeaf	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.CMNode	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.CMStateSet	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.CMUniOp	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.ContentModelValidator	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.DFAContentModel	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.MixedContentModel	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.dtd.models.SimpleContentModel	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.msg.DatatypeMessages	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.msg.ExceptionMessages	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.msg.ExceptionMessagesLocalizer	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.msg.ImplementationMessages	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.xerces.impl.msg.XMLMessageFormatter	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.apache.tools.ant.input.DefaultInputHandler	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/input/DefaultInputHandler.java	0	0	0	0	137	49
org.apache.tools.ant.input.InputHandler	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/input/InputHandler.java	0	0	0	0	77	5
org.apache.tools.ant.input.InputRequest	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/input/InputRequest.java	0	0	0	0	107	23
org.apache.tools.ant.input.MultipleChoiceInputRequest	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/input/MultipleChoiceInputRequest.java	0	0	0	0	95	18
org.apache.tools.ant.input.PropertyFileInputHandler	jakarta-ant-1.5/lib/ant.jar	jakarta-ant-1.5/src/main/org/apache/tools/ant/input/PropertyFileInputHandler.java	0	0	0	0	129	41
org.w3c.dom.Attr	jakarta-ant-1.5/lib/xml-apis.jar		1	1	1	-1	0	0
org.w3c.dom.CDATASection	jakarta-ant-1.5/lib/xml-apis.jar		1	1	1	-1	0	0
org.w3c.dom.CharacterData	jakarta-ant-1.5/lib/xml-apis.jar		1	1	1	-1	0	0
org.w3c.dom.Comment	jakarta-ant-1.5/lib/xml-apis.jar		1	1	1	-1	0	0
org.w3c.dom.DOMError	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.w3c.dom.DOMErrorHandler	jakarta-ant-1.5/lib/xercesImpl.jar		1	1	1	-1	0	0
org.w3c.dom.DOMException	jakarta-ant-1.5/lib/xml-apis.jar		1	1	1	-1	0	0
org.w3c.dom.DOMImplementation	jakarta-ant-1.5/lib/xml-apis.jar		1	1	1	-1	0	0
