fc15d702b81f2edd608568733409918f8fa71763,Delete .travis.yml (#9874)
b840229286ac2a82fa49553ce793cf7b953d1845,Remove prepareNewChildrenBeforeUnmountInStack flag (#9872)
262b9c72f5f40a2d2ac8e2252ccbf296ee05e2e9,Don't hydrate any properties other than event listeners and text content (#9858)
7b16a46e0cf03f63d6a69cfb874d49f7d512c0b5,Updated label in build-script (#9871)
f50c4c9a43c7d777955dbe73a7d2f1d275b513e6,Stop building ReactTestRendererStack (#9870)
0966e77a2e601aa2f374bb305a5305a4a1759b6d,Update reference-react-component.md (#9863)
54ca9181ce4918c1ad23f868571cd75dc26081ed,Fix url to ng-animate (#9859)
30e6c6c9c9f8e52776981a0e91ccfbabb95f7974,Tweak syntax in rollup build script (#9852)
467dda6863fbc4bedb911acff0690adf4a5ec936,Add PR #9302 to 15.6RC CHANGELOG (#9857)
9d07ea71050ab65cc03d00d6659a4eff76b6ef7a,Remove reactComponentExpect (#9856)
1710e6c2312cb665fa863ba0c2118a0db22505c1,Fix CI (#9854)
195aa65198ba9666c3d9fd6e26fb81d76ab7097e,Disable tests of recovering from node.normalize() (#9853)
5aa31534cd118af58e4334eafff811f49a0ab899,Avoid adding trailing semicolons to inline styles. (#9550)
bc23cc31de672121f395f904652e41116d0060bc,Update webpack according to brand guidelines (#9595)
f4c9ad579106baa320e63e7681419cc9b7562307,Remove commented out code (#9795)
9d8519fc0d543069ae4ec7c2704b8084c2afb306,Insert blockquote on prop value explanation. (#9770)
550b0220ca146fbe6fa0695c2fb9d97944d6abfe,Clarifying how to apply aria-* attributes (#9843)
d2824165ae07dd266cc2bf4108dfb58a48c74a4a,changed -> changes in Changelog (#9833)
b9ddd206f95af4a42265874b73f3e31b97ab0fe6,Fiber SSR tests (#9846)
28e89cfa2d3dff4aa85803bd7dce66814d626ee7,Don't expose internal instance to React Native Inspector (#9840)
a5d659d07eeeee9b76c150c9350ed0f71b3a5c04,shouldSetTextContent accepts type parameter in addition to props (#9841)
8b6b2f26c46d46ad85de2d58b51453fe648f0011,Add NPM 5 to devEngines (#9838)
5f5cfe80f265d80f85ba1a13ce5131f509260cfb,Removed unnecessary RN fiber topsecret- prefix (#9837)
5f99a482299e516cbdb16e8929d49ec9fdd17dd7,Update to Flow 0.47 (#9815)
9dcc60af3394f5e5f92a7cc9d54a68ce48795681,Delete logTopLevelRenders flag and console timing (#9825)
f3dd489f361c0d7b122959b1718cf00723820eae,Update CHANGELOG for unreleased 15.6 branch (#9827)
e796d7700475b15dd1f1be90eae9af5fcc3f023c,Remove ensureScrollValueMonitoring (#9819)
3f75ea8cdc537e189eb43158128a5a0295103211,Create `ReactNativeComponent` Abstract Class (#9814)
b88c42d9709b9fbfd7bb7ebf70bd57eb2b0d91f1,Rename Javascript to JavaScript (#9796)
8ca82e1df6715ab10ea1bb0c1f9af9611c837a7e,Fixed arity issues in advance of Flow strict checking being enabled (#9816)
74044e0ebacd9510e78e9a3879aa65e724dce4a3,Inputs should not mutate value on type conversion (#9806)
80bdebc1f9f83219518ff77b139f5f9148173ceb,Fix ReactFiberReconciler annotation to include `PI` (#8751)
af3ba36c7f0cdd75529612d9872c53d63df8fb72,Add bench remote repo to eslintignore
2b44565fca3f78dd825733f218858f0c178a7dd5,Don't build some stack bundles (#9812)
fedb2ff8ecd96d11ff3f609fbffa76848203f255,Remove createClass, PropTypes, DOM factories, and createMixin from React object (#9788)
319ba0bba92649c9204f66388f78112fa99dce19,adds getName() to base component, to be used by RN inspector (#9811)
07d229b28e9d86d347972779c95d7f489498d3ec,Rename Github to GitHub (#9797)
ba7ba84ec3991001e481a181338eac37deb0aeac,Ignore events on not-yet-mounted fibers (#9742)
d30bc9807e23691492165159f944b3db348d80b9,Add Videos link to React Europe 2017 (#9751)
4ef8865120d9fe52d614ed731356ff07ccc172ce,Fix externalization of 'lowPriorityWarning' in fb builds (#9790)
e6af1580faa1563763d5e521d5f28eb71b6c7170,Update print warning script for low priority warning (#9756)
114b9c5500ba21ec9e60f814148d38276c9aaa50,Add 'Test Utils' docs back to main navigation (#9676)
546e7721ec8ea2eda36706b7b4905901b45b35bc,Update blog post which creates unhandled promise rejection (#9668)
c632e58da6bd7da2ab913d5ce901bd2159faee0b,Update numbers
43f2ea079cf18a3b5301fc4f02bcdf987e00020c,Fix typo (#9786)
3630bf3559b72d66437187901fb5eab3f976c6a4,Corrected a stubbed modules problem for RN fiber bundle (#9784)
9c7a312d7c71761c520771c90338ecb8cde15e41,Hydration of previously rendered server markup (#9580)
63cd93af077250d53317019426e824d49b7aaabc,Fix Prettier
7494e0485df0fd37ebd52b34f41c55737270ba54,Don't strip error messages from builds (#9778)
492f7a8200507d5cc638c2d358e1edd51f61ebb8,extractErrors -> extract-errors (#9777)
824d22c9d986bca1571350facd560f67d7b18e5a,Prevent fiber from leaking into RN stack renderer (#9775)
7b5bdc14d87de5a1c29c3a0effd816246c341937,Remove build time extractErrors message when error codes can't be found (#9555)
108a395f4e5bcb3a49c3e115351477656080a55f,Strip comments from UMD_PROD and NODE_PROD builds, not FB_PROD (#9776)
cbef3fd41228040eb580bb1298f91cd9fbce24f9,Warn it only in DEV (#9772)
1f667fd37fab433d77df291e852e1c8c712e7c1e,Bind handleChange Instead of Calling (#9764)
c22b94f14a809abb376f07a53f36860a7c6a342e,ReactNative flat renderer bundles (#9626)
6ac91d24c4ab88b4cfc6103b237e507401fa3ca1,Improve low priority warning (#9754)
e5f43279938cd77ef4f99d949a9a79021797ea9c,Add #8575 to changelog for 15.6 (#9740)
0ea4674d08b2e8ff9abc4d901f6a21e7660a2e5a,Adds a ReactNativeInspector API to ReactNativeRenderer (#9691)
964c263d8fc6e7119f5773f7fa857c9985db40cf,Downgrade deprecation warnings from errors to warnings (#9650)
1f80931d32b8eecfaa3712766eb5d8e6c7c3eef1,Add ReactiveConf (#9723)
5b7e81579dc1bc54b4bda88762e192dc6df4252b,Move ReactEurope 2017 from Upcoming Conferences to Past Conferences (#9726)
3d6d641a8cd16d658c99fe83e62de4ca89df593b,Move previous events to the end (#9729)
f1abc3cd12f42c3498530c483e4bf77f4f0b6121,Expose ReactFiberTreeReflection in FB build (#9741)
f0a0999c3b32e4c4374fba3b8c9fd394336470e3,Add test for key warning at top level (#9473)
5cf571839e5a01804b175e9da34315a02ffcef28,Timeline => Performance (#9602)
4b53dd0e6b892b6de6f991d168b1ebe5f99068b5,Disable ESLint's no-extend-native for two lines (#9625)
91459086a9f3e39715611fa2ed044d707f16c762,Add PR #9642 to 15.6 change log (#9649)
bb89c1178855f09d81968b9dc14d0bee6b8a6e5b,New blog post: What's New in Create React App (#9719)
c1d4c8bc6026b5779d846b51607f65131c016338,fix typo in benchmark docs (#9706)
6ee701d18a3f6788ea1477b085c849184fee4cd2,Fix typo (#9717)
39671ba45bf42caa370db5aab4be267e717221f3,Move some tests from failing to passing except dev (#9711)
e5e874d0e87566d405c66bffb6aee3e4a01b9ae6,Add package builds for new server renderer and enable tests (#9710)
8af729231b2e380f7d0f602109c7d6ac632a503d,Initial Stack-Free SSR Implementation (#9673)
7deb12fdde32356f8253a7296b5bd5b80312dec9,Remove invalid css from DOMFixtures (#9600)
1c449cea348bc18add78c5892af332e6febd38b5,Make the world a better place by placing closing /> on a new line (#9699)
17ab69c1ec9e2d994bb58955214c463df3b377cb,[Fiber] Fix to call deferred callbackQueue even if updates are aborted (#9634)
0f129973ea08cb142d4dc7d084fed91ec8a6527e,Move 'lighthouse' and 'nodegit' to 'optionalDependencies' (#9675)
f0df495f9a97c0f24a3c20761244dab7da99bd77,Run prettier on scripts/bench (#9671)
e736b4c4b980ccba0c134a739ef9a3153b0502bf,yarn prettier only checks changed files (#9670)
fe750c9d5daaea8f71a776b80040afc0f088bdb6,Move assertValidProps into shared/utils since it will be used by the … (#9669)
bec0f736df8defaf9b720619e0934c8d61515f47,Wrap fiber-only test in feature flag (#9665)
cc2450b7bf3ce053d3297b668c6e3c19590590a2,Always pass error code to CI (#9663)
d7e6ef0f88242db091e1aab0fc2200350a343c1e,Edit two errors in docs (#9659)
ffcbb0bfc2e902b0ddb0604bf19c846284127d8f,Move small utility modules out of ReactDOM(Fiber)?Component (#9658)
b48107ed57cd9fa93fc85fb63b97de68734b7c46,Remove injectReactDOMEventListener from ReactBrowserEventEmitter (#9656)
7c1e971e7fb4f9329f42c8f8f9f3fbb6803cb0a5,Fix typo on tutorial.md. (#9644)
c1ba8ef26417ed925dcbfba035affff7ba726f50,Mention new fixes for addons in Changelog (#9643)
c0e32a1b03b99de1399f5abf8b7cb402e88d0609,Rename ReactEventListener to ReactDOMEventListener (#9640)
831fd6940ed65c390e8ef1965532add97802cca8,Sync RN downstream fix (#9637)
7842ff97c26ad2551b8e4810a9bda96bbffc922f,Add PR #8356 to the change log for v15.6 (#9636)
e249c935ed04180163ef4533dbb1aef7e2fa683a,Add PR #9584 to 15.6 change log (#9598)
a7d8ebd2b5ca8e0bf66f3bfa487b1332fc9962fc,Add React benchmarking infrastructure (#9465)
542dac4a23780ef8eb8dd0de687143f189fa0cc8,Fix return value of ReactDOMFiber.unmountComponentAtNode (#9619)
767a5d60e8a67148dc8831de521ce636374016f1,updateQueue -> newUpdateQueue
628b82c808af62832cf9a46b74810cb5cc899b40,Allow assigning to this.state inside componentWillMount, with a warning
12326665900d173bf616fde5bfdbc5f1b2ce66dc,Don't recreate instance when resuming a class component's initial mount
6facb85f853365125b10e9f0843d013184f88d2e,Fix horizontal scrolling in docs (#9613)
138ff5e46bc631287b340ca1be5ac805f586711a,Fix sequencing in the Tutorial (#9615)
824e991241d71b1f0b5bbafe403322d55261c781,Update flow to 0.45 (#9603)
943367faa7d4fd01cd2cd7fbfe6c9b46a4514edc,Tweak Tutorial based on feedback
6875fa867f55a730d662c8ac2e6f9e9a3e754901,Remove loose check on non-number controlled inputs. Fix trailing dot issue. (#9584)
50a60dbe7456407500085a6b980ea411c05ac1fe,Add 'unreleased' incremental change log for v15.6.0 (#9544)
2b7012ffb01dd96a6096e77408bf35e8b9b40d25,Fix mobile layout
ac00e849fd9233ae04550d32bb37bb9f041aef4c,Fix a typo
e6c0ac9a0aca9393263aaf71eb66d6d601fa1c1a,Use a more specific link
f86256ece01721f70b32f10d3d066f453187b82e,Add DEV mode note to installation doc (#8784) (#9157)
185db64c76fdd11e0ceb7f0848811ebe9080f883,Add more info about building for production (#9592)
535afaf759b8b90a940cb6566790f9cfe37ce2e9,16.0.0-alpha.12
ba72c9918339ddfdee6f165fec1ba748fce5241d,Report version and bundle type to DevTools (#9586)
109d1c95e3e3c777a2990ee8ca23f56bbe886440,[Docs] Show the name 'React' first in the homepage's <title> (#9582)
45dbcfb67d84070afd50583b0487d1ec9150bf86,Add missing passing test
4d8174480c6daa2ec49a932b54705d73ba40a398,Only perform class checks on initial mount
9145f40eb8948b1e10e0513dfd9b7f099408dff8,Fix bug where null props is passed to constructor when resuming mount
ae4fa9ad9437cc6d48bf448c36ca70b4491e4ef9,Demonstrate failing test when resuming mount of class component
8dcf9c7be75f6054b5090245276a85588bdab0d9,Change warning casing (#9573)
b1384062d2e7014a6c4a7d27c229846c07f9055c,Move AsyncUpdates flag check to class-only path (#9570)
835c21a5ef52a2f29180c4ffc046bebb14d07eb3,Don't prevent extensions on Fiber if using bad Map polyfill (#9572)
1f5693ec670f22e30d1d52a8554032ab0383b9af,Warning message updated if defaultProps were defined as an instance property (#9493)
ca4250a1e0bd10955ddfcd027dcc525d29f4c55a,Remove unnecessary # in changelog
e9d6f3f10e825222182ffc38c003ac1e3a6f1598,[Tutorial] Make it easier to follow the instructions (#9454)
2e053a5be3d0b7693e624d21541b00ed7f262fa9,fix typos in CHANGELOG
0549c4506f32d19a9ebd1d1d5db5aac83d3e5a29,Update Changelog for v15.5.1-15.5.4 (#9537)
f217228326952d1f138cd49001cc458a0ec2a825,Clarify where docs live
f737d63302cea95bf852b0eb747a127f6a139e54,docs better indicate that state updaters shallowly merge with state (#9554)
f677bfc964574053a41539fffae7891968c910a3,Fix __proto__ bug in ReactDOMSelect (#9536)
50d6f9656d9d67643e1ff66300a41997f1753325,Don't try to load asset manifest in dev mode
b9da1741cb59d3756cb2b2a0ae37b1a4fd7eef0d,SSR fixture (#9547)
182642b2ea9073cf036dc9da37d3dadb4b7482be,Fiber ReactDOM shouldn't throw on import in Node environment if it's unused (#9389)
70c01963d9a5c8d6789559334bbf558aee976632,pre format only compile time errors (#9538)
0e3280e2c6f4eb78cd9cd024e0345e1197f36734,includes -> indexOf
1fd582ba208e0679b7cc2c5d233df607f52b9e84,Fix unnecessary ReactDOM require (#9534)
48479438a3a380002fae1f2c5ae803d51aef372d,Completely remove Object.prototype.hasOwnProperty.call() (#7853)
1816d06d6ba778435ef39bc7988f3fb2e0569e80,Add guide on integrating with non-react code (#9316)
9824d52a4c9555aea2da4390e7fb8f61cc93c62f,React.createElement syntax (#9459)
d6cc1d175534bc8659723f2e13df87d7f5974d2a,Remove outdated Troubleshooting section (#9489)
7ccfb0733716be809e189b53682289d6cfb34a20,fixed error formatting in live editor (#9497)
cf24d871777ca97bd62068075cbb39582067ac4d,[site] Load libraries from unpkg (#9499)
3d60d4cc7d00f194c2e585ec0bea92b19c5605d1,[Docs] Fix confusing description for the <script>...</script> usage (#9502)
a8c223ab4186d7ac1d8fff2c72da4bbc6d58a82d,Add reference to the Hyperscript libraries (#9517)
dce3c28ccb5b03a66580bec30b721fdbfcf73f31,Prevent process polyfill to be included in builds because of process guards preventing code replace (#9518)
71f201b5c310aa24c038ef388801e9ddcaa6c9ee,updates yarn.lock (#9530)
14fa8a5452d11a55b9b01922423b4f5e8cedba45,adds indirect refs to docs (#9528)
8ba820a699ed337cf4f42a5743313cb925b6f97b,Use prop-types instead of prop-types factory (#9526)
09a9c646fd5d3e30f820433e2b50cebb8c3bfc8e,Rename react-dom to ReactDOM in Facebook www (#9525)
81336fd8ced2ff92648f87d9a46e5f1feef1a16e,Prettier
0e587c1a8e49d65db4fc75bacf00733a2221c820,Improve component type check in getComponentKey. (#9464)
a9d0deb8e13e9f0b1ee7d2f28a6eec0e7ad2e41d,Consolidate events between EventConstants and BrowserEventEmitter (#9512)
d12c41c7a67f92fd8f6c5f3b9cbf371975bf5830,Describe fixtures dir in the codebase overview (#9516)
2905e56904199591d883c03b76c967cdd9c921cf,Bumped version numbers and built 16.0.0-alpha.11
e71b3087c81d95c3e7d3f015d0db60436c95fe6c,Added stack renderer to react-test-renderer bundle temporarily (#9514)
4cbadd3fb6d15b81bb041c19c9aa5300e10b732c,Prettier
b61f060044780cd3d309fc7644cddf7633212465,ReactARTStack should use ReactDOM's ReactUpdates (#9515)
86dd083f455f71369b4c1bf1e798dd2fd5a3c9c4,Move ReactDOMFactories into separate package (#8356)
c8a64e2637a6bb44ec0875bd2556363fd82e300d,Updates how-to-contribute.md to use JSFiddle referenced in submit Git issue template (#9503)
bcb6f0eac496468cc90d2a6ded2316714f29df7f,Don't build gh-pages branch on CircleCI (#9442)
39ca8aacf851f176e34b09baee4057149495e75e,Add link to 'Typechecking with PropTypes' under 'Advanced Guides' (#9472)
9d225b5a444490136e4e5d2b23724ba5a7ea0fb0,Stop passing prevContext param to componentDidUpdate (#8631)
ec527cc8342c9c80dfd3e396c4280346a7603450,[WIP] Warn in dev if shouldComponentUpdate is defined on PureComponent (#9240)
5518bd44a9bdd573ec33f9f2af9d91ea90dedc90,Warning added if defaultProps were defined as an instance property (#9433)
895dca587b88029f545475514e02c6d9bd611894,Warn about Infinity in style value (#9360)
6dfb65a1219a2f41ff643d489c4041dbea69d153,Remove Prev Next links from add-ons documentation (#9226)
f5144121f97253496248d26e61f1e69497e0a02a,Add more details in jsx-in-depth.md (#9006)
217d27103294ca4e8b0d50a70bc0ce9d78b5f988,Ignoring files for vim users. (#9199)
42bc28bbfd483942edd6a32a5838865812080f36,Use setProperty when setting style properties (#9302)
41290742e6fb3057f6529f486586450606c54b7c,Bumped version numbers for alpha 10 (#9474)
73ca89408b8b2fc14977bb49ece24a679ab50222,Updated PropTypes test to work with newer prop-types version (#9471)
28bc8860bc259febd835f061c7b5230c5ac9365a,Run prettier after update to 1.2 in master
b4d77b98ed219c93100d548366109880a817941f,Fix subtree tests so that async component is not top-level
9b676a7d0b2160d7301944a1c9d9caec9087e795,Remove enableAsyncSubtreeAPI from host config
0c896ffe6ba840887a3bacfb7d923e33e78d09de,Change unstable_asyncUpdates from an instance to a static property
488b973d6838610a8f651d1c812fa82d74cf8bbd,Use number type for bitfields
f69748601d5c1fd1fc3585d6d1d1970c2c13a272,Remove unstable_asyncRender() API in favor of always using a wrapper
abd07dffb30b005dc3702fcba1c2379c32762b7b,Rename contextTag -> internalContextTag
26d70fd3347b7c730644d32b70c4fa752a29a610,Add enableAsyncSubtreeAPI to host config
864973c544896922ff04c97a25089193bb478827,Run Fiber test script
ada638a0644299097ee4423cfbe2630df03faa2f,Run prettier
609e97ebe7fb9abfe6d4fedf36ad132ede2ac80d,instance.unstable_asyncUpdates = true creates an async subtree
3bf398bcbc7849eebfd2cc7b200db41e5c84c6de,ReactDOM.unstable_asyncRender creates an async-by-default tree
6f8fec4b8015e1d95c177521ae9c2903713ceb16,Use different default priority depending on the AsyncUpdate context flag
1b388366c197516a2508a573146221fd126ff66a,Inherit contextTag from the parent on creation
f1df675b9343163f56aa22e705c3d82b7d026948,Add contextTag field to Fiber type
648822952fa24cf0e6f2d3b387f6e1fa96ec897e,Adds CSS Grid properties to list of unitless numbers (#9185)
b1768b5a48d1f82e4ef4150e0036c5f846d3758a,Prettier 1.2 (#9462)
32480a0462e94be510095c668e92061c02107597,Add component stack to invalid-object-child error (#9415)
e59506c478ce976c7dd65233f46fb94f055421e1,Bump prop-types
a92128e7fb158f4aadc31e549ff96c4645cd9d83,[Docs: Installation] Fix tabs responsive layout - Resubmit (#9458)
9bb7ca5001105bc803a273eda4fcebc64499cfc7,Fix master (ran prettier)
66f2097f33a3084c79aa536e11d3ca09195bc320,Shallow renderer and test utils bundles (#9426)
53dbb191d60ae08643635d6a6fdf3f23a42cb9f4,Uncomment invariant in UIManager mock (#9461)
8782ab759e5564785fa1d2412ad5f4b86e24c758,Fix CI failures in master (#9455)
3e48422fdc2feaf741d768a6071a87adf2fc107b,Warn for keys in fragments - third approach (#9445)
9526174e3074b39796c8c8fb31983372e7b30649,[Docs] Add accessibility to tabs in installation documentation (#9431)
233195cb6bc632ade61a8f64569b4d94061860d6,Fixing the instantiation of customized builtin elements (related to custom elements) (#9313)
1ce562ead352dc139aa622bdce0f40df7070df5e,Reorganize the following along instructions (#9453)
b392f1e2fcc892a0582a173e517d429f277562aa,Fix errors in React Native children management (#9449)
10eaf26809bdb1874e14f0879190c356937c2e3e,FIX: Move CRA build info under it's tab page (#9452)
c5783901a89b770b39443c1a82b6e389ddfee4fd,Tweak tutorial structure
7b80361b6b857396383e83db6c3b163b8ebd1ce6,Add missing tutorial sidebar links
a41d469bcfbdeecf882e0694b6708005e0c8895c,Minor tutorial nits
a7f124f48f9cbf7e9fb15ee770fd19e971f53256,Fix duplicate sentence
da124f2fb1a97d43cd365b3a7694b87eb24bdf43,Minor tweaks to tutorial
8417534bd0b131882ced1360dfd23b4d6b63391b,[Tutorial] ES6, installation, and button closing tag (#9441)
d724115144e1bfd61c0d0a7aaf0bb02358652b83,Fixed grammar (#9432)
53a3939fb015504d006cc4f2d3ace67133164f09,Lift state up - Updating the documentation to mention that onClick is a synthetic event handler (#9427)
37f9e35ad93e1cb1042a7bc3d8b78290dfcecec6,Sort out conferences by date (#9172)
ccb38a96cf480d99a18f8764ccd12c59289bb542,Update jsx-in-depth.md (#9178)
363f6cb2e592f2a283eac279fb393666dcb92b65,Unique headings for linking purposes (#9259)
359f5d276ffd4da96e3a00d7245da9fad004ba0d,[Documentation] Impreove the react-component section of doc (#9349)
f6c4fe6cbbdca375b50ac10373007a9b74279e95,Only attempt to clear measures if we created the measure (#9451)
ac9d6986364fd94cd8dd0dde219b2a32a17d60e2,Make nodeType into constant for readability and reuse (#9113)
7bf686b76f20eca07f0abef1bf6a0f0380b0c3f2,Add component stack to ReactControlledValuePropTypes (#9435)
1447d9f1ae699b46c31d6c8b7f0e57212d6c7f1e,Add component stack to uncontrolled-to-controlled warning (#9416)
f54fdd544198ba7f76aafb9e5f4e4a8be137ac4c,Add warning if rendering and HTMLUnknownElement (#9163)
36c935ca8f9df7e19b5051997f4eb381402113ac,Updated the Good First Bug section in readme (#9429)
db989c0f63e1b4700ad33a64c776d1b34bd206f7,Updated link for good first bug's in README.md (#9273)
a95e1d8ffcbfaaa2eda98d1bf914d1b750c402c8,Updated recommended links for installation in readme (#9425)
4c8c5debac5074427d5e6ce19896d4062e078a83,Switch Installation to a tab when hash is present (#9422)
855b8d3526a55e690108e8ede9091c14b6f62466,Add tabs to installation page (#9275, #9277) (#9401)
30d6c598c6fa06e087ffa2ff32356a66917c68de,Docs: Clarification of setState() behavior (#9329)
4e0c57315afc2769fe13bbbb4235b0aa47343ca7,Update proptypes doc (#9391)
22655d5759235a783546405763db2c9f9bace29d,Fix the proptypes deprecation warning url on the Don't Call PropTypes Warning doc page (#9419)
5cd44d21e9eb1e5014b9ae2109268600ce1c360f,Refractor docs to indicate that state set to props in constructor will not recieve the updated props (#9404)
446f186279f3b5197d098c2f145ca809dd090d24,Update typechecking-with-proptypes.md (#9392)
6cd7618bd7ed5a52aaf576a3fe5fb71f594c38a1,Bumped versions for 16.0.0-alpha.9 and re-built
2beec2f308e27dbe902a8d68e1fc9f3d70ee9372,createClass + PropTypes + checkPropTypes warnings (#9399)
aa1f8687d7c93a00c07d63237bcd54b23b4f50af,Use caret range in blog instructions
cec9b074024b8f1c897a22f9b12ec9a0301967b3,Fix minor typo in lifting-state-up.md (#9408)
b1a06bd9456ea81184be0c15108cd3a3ed18084f,Fix ignore patterns in package.json (#9409)
957fbc92b123030c389bf8b4b874522bdf2db72c,react-create-class -> create-react-class
ce489262a1ee34340440e55a0b99ea6918e19e7a,Add react-create-class integration tests
6b539f280d8b0ec4874671bae9c6bed80b788006,Convert createClass caller
646e7863348a427e1ed9163a9a96fa759112f102,Warn once when attempting to access React.createClass
194b25f7099f2bdc85917e26a0a490f942f2553b,Run prettier
c76a4eaa2aab1a10825c51f8e9c7baccc54ef56b,Update tests to use plain JavaScript classes
087fe88f20102454ec2581368dfb152abf3d7c20,Rewrite Stack implementation of ReactART using plain classes
5cfaa7cf68564b8d96c94fa0d45e7feb6dc80895,Delete createClass
c2309bf4b58548872c819bd94859ad0a39e17632,Delete examples dir from codebase overview (#9397)
457b812c262931239682e5cbb57c5bd5900d218b,Fix ReactARTStack bundles to not include DOM Stack inside (#9394)
6c8fd16a065913d64306bb7ea2693b135393542d,Amended implementation-notes.md with link to Dan Abramov's post describing difference between React components, elements, and instances (#9388)
d3d4b599b9da62178a5cfad621f815ff5127e4cb,Point users to the npm page instead of the github project for prop-types (#9373)
e5ce3fd368fd3022a910550c8b5c9639997d613a,Blog post and changelog for 15.5.0 (#9368)
72196da82915bee400edb1599d4223926aa2a8a0,Replace shims with explicit React access from the renderers for shared global state (#9366)
6eaa539ad5fc608473540496b0f3b9c1688afeb0,Update example snippet in old 'React.addons' doc page (#9363)
d88696941d27dde3fec4d87b8e9d9ef3eaad6c5e,16.0.0-alpha.8
d9fd08df265b51a64b829f4f857b18ebc671879b,Make ReactDebugCurrentFrame shared state between core and renderers (#9365)
e303e00d065c2da9b6acec07ebc85337cba3f442,Tweak Rollup setup (#9364)
a8d37a7aa0033d1af9eb886509a96f778881fe12,Remove indirection in checking propTypes (#9358)
8f7281199dfdcf154ffc0a6fe8034fe623d60c38,All doc updates forv15.5 (#9359)
21bb8c00d4a391aa2de53b63a4faa2685f17543e,16.0.0-alpha.7
6ba42514eaf6458db4be24a4fb507ad2a9e9d7f6,Remove 'takeSnapshot' from ReactNative renderer\nUpstream sync from react-native repo (#9356)
832488ab094fe50740faa189c2fc44657a1e6de6,change permissions of test_print_warnings (#9347)
3ebdd0911e069260590e301aa80823f3d9f1a85b,Fixes the eager react-dom replacement on the rollup plugin (#9346)
84b5b49aec78c927dfa59032fa8c8e7e40784dd5,Delete extra babel-standalone.html: it already exists in a folder
2429fd2cee8ac24f1bd41a425b1e27384dd451f6,Fix art fixture
3a416762e7244b629efed3260396fcbda1caffec,Fix glob ignore for build script
a85d7eed9a9a15c699341a93ee7dccd23690e0cc,Run prettier
6a48f32f2194423d905bd2e475e093638e12e299,Exclude tests from warning print script
c80570b0167711377b8e836eebd3c0a21dbb14f7,Synced ReactNativeFiber bugfix for leaf-node children (#9330)
fc1f324cc4c83e38b618a1cb076cd704bf8867ea,Fix warnings script to work on Node 4
398d449c4803cf126c616a4c99a8caad75314508,Fix the print warnings script (#9344)
6b68410808b341ce20b5538f0c4bd3c20a4c2ac3,Adds support for labels on building bundles (#9342)
24dc43c49fd8b1b84ebdbf6e1b83366cd9f3e1b0,fixes circleci/upload_build.sh paths for dist files (#9341)
4fa8122d5d7b0eb60d9bf2aa5e09e4cf4a6a20bf,Update release manager with latest change
665f80483ee27c6460784733c114f724dacdc675,Update build paths in docs (#9340)
4b2eac3de7e1dbf5c2dd742fd9989974a83972cb,Convert current build system to Rollup and adopt flat bundles (#9327)
d99b3fc6d6bd35306d0d23b635afd42dc3c20f05,Remove MouseEvent.button polyfill (#9334)
3829859e22c9b112c00188d00e5650a272099464,Moved the JSdoc for invokeGuardedCallback to correct position (#9337)
0c7863075da94258bc0ef34f4f4e159fd0606f84,Fix grammar typo in Design Principles docs (#9324)
